"","Units","scenario","region","gcam-consumer","nodeinput","input","year","value","rundate"
"1","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,0.713716,2024-02-05 14:02:39
"2","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,0.358485,2024-02-05 14:02:39
"3","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,0.327379,2024-02-05 14:02:39
"4","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,0.274034,2024-02-05 14:02:39
"5","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,0.270179,2024-02-05 14:02:39
"6","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,0.278427,2024-02-05 14:02:39
"7","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,0.287174,2024-02-05 14:02:39
"8","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,0.295619,2024-02-05 14:02:39
"9","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,0.304125,2024-02-05 14:02:39
"10","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,0.31293,2024-02-05 14:02:39
"11","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,0.322325,2024-02-05 14:02:39
"12","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,0.331613,2024-02-05 14:02:39
"13","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,0.342179,2024-02-05 14:02:39
"14","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,0.351665,2024-02-05 14:02:39
"15","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,0.360039,2024-02-05 14:02:39
"16","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,0.367234,2024-02-05 14:02:39
"17","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,0.373405,2024-02-05 14:02:39
"18","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,0.378738,2024-02-05 14:02:39
"19","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,0.383426,2024-02-05 14:02:39
"20","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,0.387581,2024-02-05 14:02:39
"21","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,0.391327,2024-02-05 14:02:39
"22","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,0.394899,2024-02-05 14:02:39
"23","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",1975,0.0393059,2024-02-05 14:02:39
"24","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",1990,0.0393309,2024-02-05 14:02:39
"25","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2005,0.03756,2024-02-05 14:02:39
"26","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2010,0.03618,2024-02-05 14:02:39
"27","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2015,0.0369779,2024-02-05 14:02:39
"28","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2020,0.0374479,2024-02-05 14:02:39
"29","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2025,0.0379563,2024-02-05 14:02:39
"30","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2030,0.0383152,2024-02-05 14:02:39
"31","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2035,0.0385946,2024-02-05 14:02:39
"32","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2040,0.038882,2024-02-05 14:02:39
"33","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2045,0.039247,2024-02-05 14:02:39
"34","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2050,0.0396411,2024-02-05 14:02:39
"35","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2055,0.0407551,2024-02-05 14:02:39
"36","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2060,0.0418768,2024-02-05 14:02:39
"37","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2065,0.0430303,2024-02-05 14:02:39
"38","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2070,0.044232,2024-02-05 14:02:39
"39","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2075,0.0454836,2024-02-05 14:02:39
"40","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2080,0.0467831,2024-02-05 14:02:39
"41","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2085,0.0481064,2024-02-05 14:02:39
"42","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2090,0.0494345,2024-02-05 14:02:39
"43","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2095,0.0507397,2024-02-05 14:02:39
"44","2005$/Mcal/day","Reference","Africa_Eastern","FoodDemand","FoodDemand","FoodDemand_Staples",2100,0.0520447,2024-02-05 14:02:39
"45","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,0.385124,2024-02-05 14:02:39
"46","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,0.320242,2024-02-05 14:02:39
"47","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,0.326498,2024-02-05 14:02:39
"48","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,0.308137,2024-02-05 14:02:39
"49","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,0.304967,2024-02-05 14:02:39
"50","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,0.307508,2024-02-05 14:02:39
"51","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,0.309396,2024-02-05 14:02:39
"52","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,0.310405,2024-02-05 14:02:39
"53","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,0.311581,2024-02-05 14:02:39
"54","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,0.312722,2024-02-05 14:02:39
"55","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,0.314113,2024-02-05 14:02:39
"56","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,0.315279,2024-02-05 14:02:39
"57","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,0.317158,2024-02-05 14:02:39
"58","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,0.318695,2024-02-05 14:02:39
"59","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,0.320202,2024-02-05 14:02:39
"60","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,0.321646,2024-02-05 14:02:39
"61","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,0.323247,2024-02-05 14:02:39
"62","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,0.324888,2024-02-05 14:02:39
"63","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,0.326676,2024-02-05 14:02:39
"64","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,0.328829,2024-02-05 14:02:39
"65","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,0.331277,2024-02-05 14:02:39
"66","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,0.333831,2024-02-05 14:02:39
"67","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",1975,0.02604,2024-02-05 14:02:39
"68","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",1990,0.025817,2024-02-05 14:02:39
"69","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2005,0.026863,2024-02-05 14:02:39
"70","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2010,0.0264329,2024-02-05 14:02:39
"71","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2015,0.0261315,2024-02-05 14:02:39
"72","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2020,0.0263131,2024-02-05 14:02:39
"73","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2025,0.0265691,2024-02-05 14:02:39
"74","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2030,0.026532,2024-02-05 14:02:39
"75","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2035,0.0266693,2024-02-05 14:02:39
"76","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2040,0.0267922,2024-02-05 14:02:39
"77","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2045,0.026979,2024-02-05 14:02:39
"78","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2050,0.027129,2024-02-05 14:02:39
"79","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2055,0.0274574,2024-02-05 14:02:39
"80","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2060,0.0277133,2024-02-05 14:02:39
"81","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2065,0.0279714,2024-02-05 14:02:39
"82","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2070,0.0282338,2024-02-05 14:02:39
"83","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2075,0.0285319,2024-02-05 14:02:39
"84","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2080,0.0288608,2024-02-05 14:02:39
"85","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2085,0.0292149,2024-02-05 14:02:39
"86","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2090,0.0296378,2024-02-05 14:02:39
"87","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2095,0.0301468,2024-02-05 14:02:39
"88","2005$/Mcal/day","Reference","Africa_Northern","FoodDemand","FoodDemand","FoodDemand_Staples",2100,0.0307607,2024-02-05 14:02:39
"89","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",1975,0.559309,2024-02-05 14:02:39
"90","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",1990,0.288219,2024-02-05 14:02:39
"91","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2005,0.254791,2024-02-05 14:02:39
"92","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2010,0.232156,2024-02-05 14:02:39
"93","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2015,0.226534,2024-02-05 14:02:39
"94","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2020,0.228237,2024-02-05 14:02:39
"95","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2025,0.231301,2024-02-05 14:02:39
"96","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2030,0.233828,2024-02-05 14:02:39
"97","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2035,0.236223,2024-02-05 14:02:39
"98","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2040,0.238373,2024-02-05 14:02:39
"99","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2045,0.240574,2024-02-05 14:02:39
"100","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2050,0.242534,2024-02-05 14:02:39
"101","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2055,0.2453,2024-02-05 14:02:39
"102","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2060,0.247715,2024-02-05 14:02:39
"103","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2065,0.249962,2024-02-05 14:02:39
"104","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2070,0.252078,2024-02-05 14:02:39
"105","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2075,0.254094,2024-02-05 14:02:39
"106","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2080,0.256037,2024-02-05 14:02:39
"107","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2085,0.257873,2024-02-05 14:02:39
"108","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2090,0.259589,2024-02-05 14:02:39
"109","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2095,0.261208,2024-02-05 14:02:39
"110","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_NonStaples",2100,0.26283,2024-02-05 14:02:39
"111","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",1975,0.044549,2024-02-05 14:02:39
"112","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",1990,0.0421755,2024-02-05 14:02:39
"113","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2005,0.0417657,2024-02-05 14:02:39
"114","2005$/Mcal/day","Reference","Africa_Southern","FoodDemand","FoodDemand","FoodDemand_Staples",2010,0.0441231,2024-02-05 14:02:39
