"","Units","scenario","region","year","account","value","rundate"
"1","million 1990$","Reference","Africa_Eastern",1975,"gdp-per-capita",0.31443,2024-02-25 19:37:56
"2","million 1990$","Reference","Africa_Eastern",1990,"gdp-per-capita",0.321787,2024-02-25 19:37:56
"3","million 1990$","Reference","Africa_Eastern",2005,"gdp-per-capita",0.385735,2024-02-25 19:37:56
"4","million 1990$","Reference","Africa_Eastern",2010,"gdp-per-capita",0.467632,2024-02-25 19:37:56
"5","million 1990$","Reference","Africa_Eastern",2015,"gdp-per-capita",0.518454,2024-02-25 19:37:56
"6","million 1990$","Reference","Africa_Eastern",2020,"gdp-per-capita",0.580054,2024-02-25 19:37:56
"7","million 1990$","Reference","Africa_Eastern",2025,"gdp-per-capita",0.687445,2024-02-25 19:37:56
"8","million 1990$","Reference","Africa_Eastern",2030,"gdp-per-capita",0.975332,2024-02-25 19:37:56
"9","million 1990$","Reference","Africa_Eastern",2035,"gdp-per-capita",1.4292,2024-02-25 19:37:56
"10","million 1990$","Reference","Africa_Eastern",2040,"gdp-per-capita",2.07429,2024-02-25 19:37:56
"11","million 1990$","Reference","Africa_Eastern",2045,"gdp-per-capita",2.95428,2024-02-25 19:37:56
"12","million 1990$","Reference","Africa_Eastern",2050,"gdp-per-capita",4.11207,2024-02-25 19:37:56
"13","million 1990$","Reference","Africa_Eastern",2055,"gdp-per-capita",5.58798,2024-02-25 19:37:56
"14","million 1990$","Reference","Africa_Eastern",2060,"gdp-per-capita",7.41504,2024-02-25 19:37:56
"15","million 1990$","Reference","Africa_Eastern",2065,"gdp-per-capita",9.6063,2024-02-25 19:37:56
"16","million 1990$","Reference","Africa_Eastern",2070,"gdp-per-capita",12.1669,2024-02-25 19:37:56
"17","million 1990$","Reference","Africa_Eastern",2075,"gdp-per-capita",15.1059,2024-02-25 19:37:56
"18","million 1990$","Reference","Africa_Eastern",2080,"gdp-per-capita",18.4365,2024-02-25 19:37:56
"19","million 1990$","Reference","Africa_Eastern",2085,"gdp-per-capita",22.1733,2024-02-25 19:37:56
"20","million 1990$","Reference","Africa_Eastern",2090,"gdp-per-capita",26.3266,2024-02-25 19:37:56
"21","million 1990$","Reference","Africa_Eastern",2095,"gdp-per-capita",30.91,2024-02-25 19:37:56
"22","million 1990$","Reference","Africa_Eastern",2100,"gdp-per-capita",35.9051,2024-02-25 19:37:56
"23","million 1990$","Reference","Africa_Northern",1975,"gdp-per-capita",1.04436,2024-02-25 19:37:56
"24","million 1990$","Reference","Africa_Northern",1990,"gdp-per-capita",1.5918,2024-02-25 19:37:56
"25","million 1990$","Reference","Africa_Northern",2005,"gdp-per-capita",1.99972,2024-02-25 19:37:56
"26","million 1990$","Reference","Africa_Northern",2010,"gdp-per-capita",2.30295,2024-02-25 19:37:56
"27","million 1990$","Reference","Africa_Northern",2015,"gdp-per-capita",2.26218,2024-02-25 19:37:56
"28","million 1990$","Reference","Africa_Northern",2020,"gdp-per-capita",2.65104,2024-02-25 19:37:56
"29","million 1990$","Reference","Africa_Northern",2025,"gdp-per-capita",3.12253,2024-02-25 19:37:56
"30","million 1990$","Reference","Africa_Northern",2030,"gdp-per-capita",4.08932,2024-02-25 19:37:56
"31","million 1990$","Reference","Africa_Northern",2035,"gdp-per-capita",5.33874,2024-02-25 19:37:56
"32","million 1990$","Reference","Africa_Northern",2040,"gdp-per-capita",6.78039,2024-02-25 19:37:56
"33","million 1990$","Reference","Africa_Northern",2045,"gdp-per-capita",8.37873,2024-02-25 19:37:56
"34","million 1990$","Reference","Africa_Northern",2050,"gdp-per-capita",10.1016,2024-02-25 19:37:56
"35","million 1990$","Reference","Africa_Northern",2055,"gdp-per-capita",11.9921,2024-02-25 19:37:56
"36","million 1990$","Reference","Africa_Northern",2060,"gdp-per-capita",14.0933,2024-02-25 19:37:56
"37","million 1990$","Reference","Africa_Northern",2065,"gdp-per-capita",16.3973,2024-02-25 19:37:56
"38","million 1990$","Reference","Africa_Northern",2070,"gdp-per-capita",18.8227,2024-02-25 19:37:56
"39","million 1990$","Reference","Africa_Northern",2075,"gdp-per-capita",21.3575,2024-02-25 19:37:56
"40","million 1990$","Reference","Africa_Northern",2080,"gdp-per-capita",24.0601,2024-02-25 19:37:56
"41","million 1990$","Reference","Africa_Northern",2085,"gdp-per-capita",26.9666,2024-02-25 19:37:56
"42","million 1990$","Reference","Africa_Northern",2090,"gdp-per-capita",30.1259,2024-02-25 19:37:56
"43","million 1990$","Reference","Africa_Northern",2095,"gdp-per-capita",33.5639,2024-02-25 19:37:56
"44","million 1990$","Reference","Africa_Northern",2100,"gdp-per-capita",37.2932,2024-02-25 19:37:56
"45","million 1990$","Reference","Africa_Southern",1975,"gdp-per-capita",0.537213,2024-02-25 19:37:56
"46","million 1990$","Reference","Africa_Southern",1990,"gdp-per-capita",0.513679,2024-02-25 19:37:56
"47","million 1990$","Reference","Africa_Southern",2005,"gdp-per-capita",0.65223,2024-02-25 19:37:56
"48","million 1990$","Reference","Africa_Southern",2010,"gdp-per-capita",0.863204,2024-02-25 19:37:56
"49","million 1990$","Reference","Africa_Southern",2015,"gdp-per-capita",0.968488,2024-02-25 19:37:56
"50","million 1990$","Reference","Africa_Southern",2020,"gdp-per-capita",0.978683,2024-02-25 19:37:56
"51","million 1990$","Reference","Africa_Southern",2025,"gdp-per-capita",1.10924,2024-02-25 19:37:56
"52","million 1990$","Reference","Africa_Southern",2030,"gdp-per-capita",1.46293,2024-02-25 19:37:56
"53","million 1990$","Reference","Africa_Southern",2035,"gdp-per-capita",1.98407,2024-02-25 19:37:56
"54","million 1990$","Reference","Africa_Southern",2040,"gdp-per-capita",2.703,2024-02-25 19:37:56
"55","million 1990$","Reference","Africa_Southern",2045,"gdp-per-capita",3.67557,2024-02-25 19:37:56
"56","million 1990$","Reference","Africa_Southern",2050,"gdp-per-capita",4.95985,2024-02-25 19:37:56
"57","million 1990$","Reference","Africa_Southern",2055,"gdp-per-capita",6.59761,2024-02-25 19:37:56
"58","million 1990$","Reference","Africa_Southern",2060,"gdp-per-capita",8.62334,2024-02-25 19:37:56
"59","million 1990$","Reference","Africa_Southern",2065,"gdp-per-capita",11.0483,2024-02-25 19:37:56
"60","million 1990$","Reference","Africa_Southern",2070,"gdp-per-capita",13.8744,2024-02-25 19:37:56
"61","million 1990$","Reference","Africa_Southern",2075,"gdp-per-capita",17.0888,2024-02-25 19:37:56
"62","million 1990$","Reference","Africa_Southern",2080,"gdp-per-capita",20.7263,2024-02-25 19:37:56
"63","million 1990$","Reference","Africa_Southern",2085,"gdp-per-capita",24.7845,2024-02-25 19:37:56
"64","million 1990$","Reference","Africa_Southern",2090,"gdp-per-capita",29.2629,2024-02-25 19:37:56
"65","million 1990$","Reference","Africa_Southern",2095,"gdp-per-capita",34.171,2024-02-25 19:37:56
"66","million 1990$","Reference","Africa_Southern",2100,"gdp-per-capita",39.4859,2024-02-25 19:37:56
"67","million 1990$","Reference","Africa_Western",1975,"gdp-per-capita",0.859179,2024-02-25 19:37:56
"68","million 1990$","Reference","Africa_Western",1990,"gdp-per-capita",0.699672,2024-02-25 19:37:56
"69","million 1990$","Reference","Africa_Western",2005,"gdp-per-capita",0.812442,2024-02-25 19:37:56
"70","million 1990$","Reference","Africa_Western",2010,"gdp-per-capita",0.947195,2024-02-25 19:37:56
"71","million 1990$","Reference","Africa_Western",2015,"gdp-per-capita",1.04564,2024-02-25 19:37:56
"72","million 1990$","Reference","Africa_Western",2020,"gdp-per-capita",1.06745,2024-02-25 19:37:56
"73","million 1990$","Reference","Africa_Western",2025,"gdp-per-capita",1.20097,2024-02-25 19:37:56
"74","million 1990$","Reference","Africa_Western",2030,"gdp-per-capita",1.70139,2024-02-25 19:37:56
"75","million 1990$","Reference","Africa_Western",2035,"gdp-per-capita",2.45065,2024-02-25 19:37:56
"76","million 1990$","Reference","Africa_Western",2040,"gdp-per-capita",3.45914,2024-02-25 19:37:56
"77","million 1990$","Reference","Africa_Western",2045,"gdp-per-capita",4.76986,2024-02-25 19:37:56
"78","million 1990$","Reference","Africa_Western",2050,"gdp-per-capita",6.43091,2024-02-25 19:37:56
"79","million 1990$","Reference","Africa_Western",2055,"gdp-per-capita",8.49389,2024-02-25 19:37:56
"80","million 1990$","Reference","Africa_Western",2060,"gdp-per-capita",11.0046,2024-02-25 19:37:56
"81","million 1990$","Reference","Africa_Western",2065,"gdp-per-capita",13.9797,2024-02-25 19:37:56
"82","million 1990$","Reference","Africa_Western",2070,"gdp-per-capita",17.4175,2024-02-25 19:37:56
"83","million 1990$","Reference","Africa_Western",2075,"gdp-per-capita",21.3174,2024-02-25 19:37:56
"84","million 1990$","Reference","Africa_Western",2080,"gdp-per-capita",25.7197,2024-02-25 19:37:56
"85","million 1990$","Reference","Africa_Western",2085,"gdp-per-capita",30.6221,2024-02-25 19:37:56
"86","million 1990$","Reference","Africa_Western",2090,"gdp-per-capita",36.0176,2024-02-25 19:37:56
"87","million 1990$","Reference","Africa_Western",2095,"gdp-per-capita",41.9091,2024-02-25 19:37:56
"88","million 1990$","Reference","Africa_Western",2100,"gdp-per-capita",48.2495,2024-02-25 19:37:56
"89","million 1990$","Reference","Argentina",1975,"gdp-per-capita",5.29471,2024-02-25 19:37:56
"90","million 1990$","Reference","Argentina",1990,"gdp-per-capita",3.95815,2024-02-25 19:37:56
"91","million 1990$","Reference","Argentina",2005,"gdp-per-capita",5.69681,2024-02-25 19:37:56
"92","million 1990$","Reference","Argentina",2010,"gdp-per-capita",6.87947,2024-02-25 19:37:56
"93","million 1990$","Reference","Argentina",2015,"gdp-per-capita",7.0279,2024-02-25 19:37:56
"94","million 1990$","Reference","Argentina",2020,"gdp-per-capita",6.77407,2024-02-25 19:37:56
"95","million 1990$","Reference","Argentina",2025,"gdp-per-capita",7.90678,2024-02-25 19:37:56
"96","million 1990$","Reference","Argentina",2030,"gdp-per-capita",9.65828,2024-02-25 19:37:56
"97","million 1990$","Reference","Argentina",2035,"gdp-per-capita",11.7851,2024-02-25 19:37:56
"98","million 1990$","Reference","Argentina",2040,"gdp-per-capita",14.029,2024-02-25 19:37:56
"99","million 1990$","Reference","Argentina",2045,"gdp-per-capita",16.3223,2024-02-25 19:37:56
"100","million 1990$","Reference","Argentina",2050,"gdp-per-capita",18.6832,2024-02-25 19:37:56
"101","million 1990$","Reference","Argentina",2055,"gdp-per-capita",21.1504,2024-02-25 19:37:56
"102","million 1990$","Reference","Argentina",2060,"gdp-per-capita",23.7526,2024-02-25 19:37:56
"103","million 1990$","Reference","Argentina",2065,"gdp-per-capita",26.4951,2024-02-25 19:37:56
"104","million 1990$","Reference","Argentina",2070,"gdp-per-capita",29.3427,2024-02-25 19:37:56
"105","million 1990$","Reference","Argentina",2075,"gdp-per-capita",32.2512,2024-02-25 19:37:56
"106","million 1990$","Reference","Argentina",2080,"gdp-per-capita",35.3505,2024-02-25 19:37:56
"107","million 1990$","Reference","Argentina",2085,"gdp-per-capita",38.759,2024-02-25 19:37:56
"108","million 1990$","Reference","Argentina",2090,"gdp-per-capita",42.5058,2024-02-25 19:37:56
"109","million 1990$","Reference","Argentina",2095,"gdp-per-capita",46.6107,2024-02-25 19:37:56
"110","million 1990$","Reference","Argentina",2100,"gdp-per-capita",51.0327,2024-02-25 19:37:56
"111","million 1990$","Reference","Australia_NZ",1975,"gdp-per-capita",17.5212,2024-02-25 19:37:56
"112","million 1990$","Reference","Australia_NZ",1990,"gdp-per-capita",23.3499,2024-02-25 19:37:56
"113","million 1990$","Reference","Australia_NZ",2005,"gdp-per-capita",31.7869,2024-02-25 19:37:56
"114","million 1990$","Reference","Australia_NZ",2010,"gdp-per-capita",33.2816,2024-02-25 19:37:56
"115","million 1990$","Reference","Australia_NZ",2015,"gdp-per-capita",35.512,2024-02-25 19:37:56
"116","million 1990$","Reference","Australia_NZ",2020,"gdp-per-capita",36.9477,2024-02-25 19:37:56
"117","million 1990$","Reference","Australia_NZ",2025,"gdp-per-capita",38.7347,2024-02-25 19:37:56
"118","million 1990$","Reference","Australia_NZ",2030,"gdp-per-capita",42.8993,2024-02-25 19:37:56
"119","million 1990$","Reference","Australia_NZ",2035,"gdp-per-capita",47.9386,2024-02-25 19:37:56
"120","million 1990$","Reference","Australia_NZ",2040,"gdp-per-capita",53.3482,2024-02-25 19:37:56
"121","million 1990$","Reference","Australia_NZ",2045,"gdp-per-capita",59.0499,2024-02-25 19:37:56
"122","million 1990$","Reference","Australia_NZ",2050,"gdp-per-capita",64.6591,2024-02-25 19:37:56
"123","million 1990$","Reference","Australia_NZ",2055,"gdp-per-capita",70.4407,2024-02-25 19:37:56
"124","million 1990$","Reference","Australia_NZ",2060,"gdp-per-capita",76.8753,2024-02-25 19:37:56
"125","million 1990$","Reference","Australia_NZ",2065,"gdp-per-capita",84.1965,2024-02-25 19:37:56
"126","million 1990$","Reference","Australia_NZ",2070,"gdp-per-capita",92.4022,2024-02-25 19:37:56
"127","million 1990$","Reference","Australia_NZ",2075,"gdp-per-capita",101.248,2024-02-25 19:37:56
"128","million 1990$","Reference","Australia_NZ",2080,"gdp-per-capita",110.74,2024-02-25 19:37:56
"129","million 1990$","Reference","Australia_NZ",2085,"gdp-per-capita",120.992,2024-02-25 19:37:56
"130","million 1990$","Reference","Australia_NZ",2090,"gdp-per-capita",132.184,2024-02-25 19:37:56
"131","million 1990$","Reference","Australia_NZ",2095,"gdp-per-capita",144.488,2024-02-25 19:37:56
"132","million 1990$","Reference","Australia_NZ",2100,"gdp-per-capita",158.033,2024-02-25 19:37:56
"133","million 1990$","Reference","Brazil",1975,"gdp-per-capita",4.46924,2024-02-25 19:37:56
"134","million 1990$","Reference","Brazil",1990,"gdp-per-capita",5.28111,2024-02-25 19:37:56
"135","million 1990$","Reference","Brazil",2005,"gdp-per-capita",6.29041,2024-02-25 19:37:56
"136","million 1990$","Reference","Brazil",2010,"gdp-per-capita",7.4451,2024-02-25 19:37:56
"137","million 1990$","Reference","Brazil",2015,"gdp-per-capita",7.54278,2024-02-25 19:37:56
"138","million 1990$","Reference","Brazil",2020,"gdp-per-capita",7.58096,2024-02-25 19:37:56
"139","million 1990$","Reference","Brazil",2025,"gdp-per-capita",8.41488,2024-02-25 19:37:56
